Kept Isomer	Isomer[1]	Isomer[2]	Isomer[3]	Isomer[4]	Isomer[5]	Isomer[6]	Isomer[7]	Isomer[8]	Isomer[9]	Isomer[10]	Isomer[11]	Isomer[12]	Isomer[13]	Isomer[14]	Isomer[15]	Isomer[16]
LM:LMSP0601AD08																
LM:LMSP0601BC07																
LM:LMSP0601BC08																
LM:LMSP0601BZ07																
LM:LMSP0601BZ08																
LM:LMSP0601CA07																
LM:LMSP0601CA08																
LM:LMSP0601AZ07																
LM:LMSP0601AZ08																
LM:LMSP0601BX07																
LM:LMSP0601BX08																
LM:LMSP0601BG07																
LM:LMSP0601BG08																
LM:LMSP0601CR07																
LM:LMSP0601CR08																
LM:LMSP0601BB07																
LM:LMSP0601BB08																
LM:LMSP0601AC07																
LM:LMSP0601AC08																
LM:LMSP0601CH07																
LM:LMSP0601CH08																
LM:LMSP0601GM07																
LM:LMSP0601GM08																
LM:LMSP0601CU07																
LM:LMSP0601CU08																
LM:LMSP0601CS07																
LM:LMSP0601CS08																
LM:LMSP0601EK07																
LM:LMSP0601EK08																
LM:LMSP0601BM07																
LM:LMSP0601BM08																
LM:LMSP0601CF07																
LM:LMSP0601CF08																
LM:LMSP0601BE07																
LM:LMSP0601BE08																
LM:LMSP0601CT07																
LM:LMSP0601CT08																
LM:LMSP0601BO07																
LM:LMSP0601BO08																
LM:LMSP0601BA07																
LM:LMSP0601BA08																
LM:LMSP0601BJ07																
LM:LMSP0601BJ08																
LM:LMSP0601BF07																
LM:LMSP0601BF08																
LM:LMSP0601CD07																
LM:LMSP0601CD08																
LM:LMSP0601DI07																
LM:LMSP0601DI08																
LM:LMSP0601DM07																
LM:LMSP0601DM08																
LM:LMSP0601FD07																
LM:LMSP0601FD08																
LM:LMSP0601DX07																
LM:LMSP0601DX08																
LM:LMSP0601DN07																
LM:LMSP0601DN08																
LM:LMSP0601FE07																
LM:LMSP0601FE08																
LM:LMSP0601DO07																
LM:LMSP0601DO08																
LM:LMSP0601GS07																
LM:LMSP0601GS08																
LM:LMSP0601GQ07																
LM:LMSP0601GQ08																
LM:LMSP0601GP07																
LM:LMSP0601GP08																
LM:LMSP0601GR07																
LM:LMSP0601GR08																
LM:LMSP0601GX07																
LM:LMSP0601GX08																
LM:LMSP0601GO07																
LM:LMSP0601GO08																
LM:LMSP0601AA01																
LM:LMSP0601AL01																
LM:LMSP0601BK01																
LM:LMSP0601AK01																
LM:LMSP0601AJ01																
LM:LMSP0601DH01																
LM:LMSP0601DT01																
LM:LMSP0601DK01																
LM:LMSP0601EB01																
LM:LMSP0601GK01																
LM:LMSP0601DV01																
LM:LMSP0601GL01																
LM:LMSP0601DP01																
LM:LMSP0601GW01																
LM:LMSP0601GH01																
LM:LMSP0601DY01																
LM:LMSP0601EC01																
LM:LMSP0601DL01																
LM:LMSP0601FG01																
LM:LMSP0601FH01																
LM:LMSP0601FF01																
LM:LMSP0601ET01																
LM:LMSP0601EG01																
LM:LMSP0601EF01																
LM:LMSP0601EE01																
LM:LMSP0601GE01																
LM:LMSP0601GF01																
LM:LMSP0601FX01																
LM:LMSP0601EU01																
LM:LMSP0601EL01																
LM:LMSP0601FM01																
LM:LMSP0601EM01																
LM:LMSP0601EN01																
LM:LMSP0601EO01																
LM:LMSP0601GB01																
LM:LMSP0601EI01	LM:LMSP0601FN01															
LM:LMSP0601FJ01																
LM:LMSP0601EJ01																
LM:LMSP0601EW01																
LM:LMSP0601FK01																
LM:LMSP0601ES01																
LM:LMSP0601FV01																
LM:LMSP0601FU01																
LM:LMSP0601FW01																
LM:LMSP0601FL01																
LM:LMSP0601GT01																
LM:LMSP0601EH01																
LM:LMSP0601EX01																
LM:LMSP0601FI01																
LM:LMSP0601ED01																
LM:LMSP0601GG01																
LM:LMSP0601EP01																
LM:LMSP0601EY01	LM:LMSP0601FO01															
LM:LMSP0601EQ01																
LM:LMSP0601EZ01	LM:LMSP0601GC01															
LM:LMSP0601ER01																
LM:LMSP0601FP01	LM:LMSP0601FY01															
LM:LMSP0601FB01	LM:LMSP0601FQ01															
LM:LMSP0601GA01																
LM:LMSP0601GU01																
LM:LMSP0601FR01																
LM:LMSP0601FZ01																
LM:LMSP0601FC01																
LM:LMSP0601GD01																
LM:LMSP0601DZ01																
LM:LMSP0601DU01																
LM:LMSP0601DS01																
LM:LMSP0601EA01																
LM:LMSP0601CG01																
LM:LMSP0601CI01																
LM:LMSP0601AO01																
LM:LMSP0601AN01																
LM:LMSP0601AM01																
LM:LMSP0601DG01																
LM:LMSP0601DQ01																
LM:LMSP0601GV01																
LM:LMSP0601GI01																
LM:LMSP0601CW01																
LM:LMSP0601CX01																
LM:LMSP0601DC01																
LM:LMSP0601CJ01																
LM:LMSP0601AR01																
LM:LMSP0601AQ01																
LM:LMSP0601AP10																
LM:LMSP0601DF01																
LM:LMSP0601DR01																
LM:LMSP0601CN01																
LM:LMSP0601BI01																
LM:LMSP0601BD01																
LM:LMSP0601BY01																
LM:LMSP0601CQ01																
LM:LMSP0601CV01																
LM:LMSP0601BN01																
LM:LMSP0601AX01																
LM:LMSP0601AV01																
LM:LMSP0601AW01																
LM:LMSP0601AH01																
LM:LMSP0601AY01																
LM:LMSP0601BW01																
LM:LMSP0601BV01																
LM:LMSP0601AU01																
LM:LMSP0601AT01																
LM:LMSP0601BL01																
LM:LMSP0601AS01																
LM:LMSP0601CC01																
LM:LMSP0601CK01																
LM:LMSP0601DD01																
LM:LMSP0601CB01																
LM:LMSP0601DE01																
LM:LMSP0601BS01	LM:LMSP0601CO01															
LM:LMSP0601BH01																
LM:LMSP0601CM01																
LM:LMSP0601CY01																
LM:LMSP0601AG01																
LM:LMSP0601AF01																
LM:LMSP0601AE01																
LM:LMSP0601AB01																
LM:LMSP0601BT01	LM:LMSP0601CZ01															
LM:LMSP0601CP01																
LM:LMSP0601CL01																
LM:LMSP0601BU01																
LM:LMSP0601BR01																
LM:LMSP0601BP01																
LM:LMSP0601BQ01																
LM:LMSP0601AI01																
LM:LMSP0601AD01																
LM:LMSP0601BC01																
LM:LMSP0601BZ01																
LM:LMSP0601CA01																
LM:LMSP0601AZ01																
LM:LMSP0601BX01																
LM:LMSP0601BG01																
LM:LMSP0601CR01																
LM:LMSP0601BB01																
LM:LMSP0601AC01																
LM:LMSP0601CH01																
LM:LMSP0601GM01																
LM:LMSP0601CU01																
LM:LMSP0601CS01																
LM:LMSP0601EK01																
LM:LMSP0601BM01																
LM:LMSP0601CF01																
LM:LMSP0601BE01																
LM:LMSP0601CT01																
LM:LMSP0601BO01																
LM:LMSP0601BA01																
LM:LMSP0601BJ01																
LM:LMSP0601BF01																
LM:LMSP0601CD01																
LM:LMSP0601DI01																
LM:LMSP0601DM01																
LM:LMSP0601FD01																
LM:LMSP0601DX01																
LM:LMSP0601DN01																
LM:LMSP0601FE01																
LM:LMSP0601DO01																
LM:LMSP0601GS01																
LM:LMSP0601GQ01																
LM:LMSP0601GP01																
LM:LMSP0601GR01																
LM:LMSP0601GX01																
LM:LMSP0601GO01																
LM:LMSP0601AA02																
LM:LMSP0601AL02																
LM:LMSP0601BK02																
LM:LMSP0601AK02																
LM:LMSP0601AJ02																
LM:LMSP0601DH02																
LM:LMSP0601DT02																
LM:LMSP0601DK02																
LM:LMSP0601EB02																
LM:LMSP0601GK02																
LM:LMSP0601DV02																
LM:LMSP0601GL02																
LM:LMSP0601DP02																
LM:LMSP0601GW02																
LM:LMSP0601GH02																
LM:LMSP0601DY02																
LM:LMSP0601EC02																
LM:LMSP0601DL02																
LM:LMSP0601FG02																
LM:LMSP0601FH02																
LM:LMSP0601FF02																
LM:LMSP0601ET02																
LM:LMSP0601EG02																
LM:LMSP0601EF02																
LM:LMSP0601EE02																
LM:LMSP0601GE02																
LM:LMSP0601GF02																
LM:LMSP0601FX02																
LM:LMSP0601EU02																
LM:LMSP0601EL02																
LM:LMSP0601FM02																
LM:LMSP0601EM02																
LM:LMSP0601EN02																
LM:LMSP0601EO02																
LM:LMSP0601GB02																
LM:LMSP0601EI02	LM:LMSP0601FN02															
LM:LMSP0601FJ02																
LM:LMSP0601EJ02																
LM:LMSP0601EW02																
LM:LMSP0601FK02																
LM:LMSP0601ES02																
LM:LMSP0601FV02																
LM:LMSP0601FU02																
LM:LMSP0601FW02																
LM:LMSP0601FL02																
LM:LMSP0601GT02																
LM:LMSP0601EH02																
LM:LMSP0601EX02																
LM:LMSP0601FI02																
LM:LMSP0601ED02																
LM:LMSP0601GG02																
LM:LMSP0601EP02																
LM:LMSP0601EY02	LM:LMSP0601FO02															
LM:LMSP0601EQ02																
LM:LMSP0601EZ02	LM:LMSP0601GC02															
LM:LMSP0601ER02																
LM:LMSP0601FP02	LM:LMSP0601FY02															
LM:LMSP0601FB02	LM:LMSP0601FQ02															
LM:LMSP0601GA02																
LM:LMSP0601GU02																
LM:LMSP0601FR02																
LM:LMSP0601FZ02																
LM:LMSP0601FC02																
LM:LMSP0601GD02																
LM:LMSP0601DZ02																
LM:LMSP0601DU02																
LM:LMSP0601DS02																
LM:LMSP0601EA02																
LM:LMSP0601CG02																
LM:LMSP0601CI02																
LM:LMSP0601AO02																
LM:LMSP0601AN02																
LM:LMSP0601AM02																
LM:LMSP0601DG02																
LM:LMSP0601DQ02																
LM:LMSP0601GV02																
LM:LMSP0601GI02																
LM:LMSP0601CW02																
LM:LMSP0601CX02																
LM:LMSP0601DC02																
LM:LMSP0601CJ02																
LM:LMSP0601AR02																
LM:LMSP0601AQ02																
LM:LMSP0601AP02																
LM:LMSP0601DF02																
LM:LMSP0601DR02																
LM:LMSP0601CN02																
LM:LMSP0601BI02																
LM:LMSP0601BD02																
LM:LMSP0601BY02																
LM:LMSP0601CQ02																
LM:LMSP0601CV02																
LM:LMSP0601BN02																
LM:LMSP0601AX02																
LM:LMSP0601AV02																
LM:LMSP0601AW02																
LM:LMSP0601AH02																
LM:LMSP0601AY02																
LM:LMSP0601BW02																
LM:LMSP0601BV02																
LM:LMSP0601AU02																
LM:LMSP0601AT02																
LM:LMSP0601BL02																
LM:LMSP0601AS02																
LM:LMSP0601CC02																
LM:LMSP0601CK02																
LM:LMSP0601DD02																
LM:LMSP0601CB02																
LM:LMSP0601DE02																
LM:LMSP0601BS02	LM:LMSP0601CO02															
LM:LMSP0601BH02																
LM:LMSP0601CM02																
LM:LMSP0601CY02																
LM:LMSP0601AG02																
LM:LMSP0601AF02																
LM:LMSP0601AE02																
LM:LMSP0601AB02																
LM:LMSP0601BT02	LM:LMSP0601CZ02															
LM:LMSP0601CP02																
LM:LMSP0601CL02																
LM:LMSP0601BU02																
LM:LMSP0601BR02																
LM:LMSP0601BP02																
LM:LMSP0601BQ02																
LM:LMSP0601AI02																
LM:LMSP0601AD02																
LM:LMSP0601BC02																
LM:LMSP0601BZ02																
LM:LMSP0601CA02																
LM:LMSP0601AZ02																
LM:LMSP0601BX02																
LM:LMSP0601BG02																
LM:LMSP0601CR02																
LM:LMSP0601BB02																
LM:LMSP0601AC02																
LM:LMSP0601CH02																
LM:LMSP0601GM02																
LM:LMSP0601CU02																
LM:LMSP0601CS02																
LM:LMSP0601EK02																
LM:LMSP0601BM02																
LM:LMSP0601CF02																
LM:LMSP0601BE02																
LM:LMSP0601CT02																
LM:LMSP0601BO02																
LM:LMSP0601BA02																
LM:LMSP0601BJ02																
LM:LMSP0601BF02																
LM:LMSP0601CD02																
LM:LMSP0601DI02																
LM:LMSP0601DM02																
LM:LMSP0601FD02																
LM:LMSP0601DX02																
LM:LMSP0601DN02																
LM:LMSP0601FE02																
LM:LMSP0601DO02																
LM:LMSP0601GS02																
LM:LMSP0601GQ02																
LM:LMSP0601GP02																
LM:LMSP0601GR02																
LM:LMSP0601GX02																
LM:LMSP0601GO02																
LM:LMSP0601AA03																
LM:LMSP0601AL03																
LM:LMSP0601BK03																
